ID,F_Name,F_Type,Street,Town,OwnerTyp,ConsType,ConsJuri,P_Ground,B_Field,S_Field,F_Field,M_Field,B_Court,T_Court,V_Court,Track,SkatPark,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,ActiveRec,Lon,Lat
2848,Bullock Cove Access,LP,Carousel,East Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-71.35671997000,41.75397872000
2847,Riverside Square Park,LP,Bullocks Point,East Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.36202239000,41.77178573000
2846,County Road Boat Launch,LP,County,Barrington,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.29730224000,41.73725891000
2845,Rovensky Park,LP,Bellevue,Newport,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30728149000,41.46006011000
2844,Hazard Memorial Garden,LP,Kingstown,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.49417877000,41.45069122000
2843,William C O'Neill Bike Path,LP,Na,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.54528808000,41.46051025000
2842,Parks And Recreation Complex,LP,Clarke,Narragansett,MUN,CIN,MUN,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,-71.47698211000,41.39974212000
2841,Allen Harbor,LP,Alllen,North Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.41185760000,41.62038421000
2840,Forest Park,LP,Lynn,North Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.44985961000,41.62131881000
1501,Town Dock Park,LP,Brown,North Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.45121765000,41.57016754000
2839,Town Hall Memorial Park,LP,Boston Neck,North Kingstown,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.45034027000,41.56654739000
2838,Town Wharf,LP,Main,North Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.44572448000,41.57219314000
2481,Mystic Woods,CA,South,East Greenwich,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.52893066000,41.60704040000
1234,Municipal Cove Overlook,LP,Division,East Greenwich,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.44493865000,41.66398239000
1310,Meadowbrook Field,LP,Chestnut,East Greenwich,MUN,CIN,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.48092651000,41.63557052000
1453,Weetamo Woods,LP,Lake,Tiverton,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.17652893000,41.58378982000
1368,Grinnells Beach,LP,Main,Tiverton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-71.21371459000,41.62504959000
2837,South Field,AF,East,Tiverton,MUN,CIN,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.17646789000,41.57108306000
2836,Bayview Playground,LP,Hooper,Tiverton,MUN,CIN,MUN,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.19281005000,41.66965866000
2835,Rotary Park,LP,Airport,Westerly,MUN,CIN,MUN,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,-71.81475067000,41.34578704000
2238,Blue Shutters Beach,LP,Beach,Charlestown,MUN,EAS,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-71.69492340000,41.34166336000
2832,Tiogue Boat Launch,LP,Tiogue,Coventry,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.54940032000,41.68517303000
2831,North Glen Boat Launch,LP,North Glen,Coventry,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.54834747000,41.67012023000
2830,Hope Pond Recreation Area & Beach,LP,Ryefield,Scituate,MUN,CIN,MUN,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,-71.56555175000,41.73530578000
2829,Beaver River Road Playground,LP,Beaver River,Richmond,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.62875366000,41.48749542000
2828,Apponaug Park,LP,Post,Warwick,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.45743560000,41.69922637000
2827,Saul Tarlow Field,AF,High,Central Falls,MUN,CIN,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.38294982000,41.89408111000
131,Nannaquaket Bridge,FB,Main,Tiverton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.20577239000,41.61816406000
133,St. Mary's Pond,FB,Union,Portsmouth,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.27626800000,41.55856704000
144,Lampham Pond,FB,Victory,Burrillville,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.64172363000,41.96570205000
159,Mowry Pond,FB,Killingly,Glocester,MUN,FEE,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.79138183000,41.89685821000
171,Upper Rochambeau / Handy Pond,FB,Old River,Lincoln,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.47154998000,41.95917510000
2886,AL Mowry,FB,Industrial,Smithfield,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.54845428000,41.91466903000
213,Seidel Pond Fishing Access,FB,Hall,Cranston,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.54782867000,41.73713302000
222,Old Sprague Bridge Fishing Access,FB,Boston Neck,Narragansett,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.44992828000,41.44841766000
230,Cass Pond Fishing Access,FB,Cass,Woonsocket,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.48794555000,42.00532150000
232,Sylvester's Pond Fishing Access,FB,Woonsocket Hospital,Woonsocket,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.49575042000,42.00200653000
83,Tiverton Trout Pond,FB,Fish,Tiverton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.18638610000,41.62925338000
94,South Shore,FB,Shore,Little Compton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.13815307000,41.49360275000
95,Wilbour Woods,FB,Swamp,Little Compton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.17309570000,41.48880767000
102,Lower Melville Pond,FB,Unnamed,Portsmouth,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.27776336000,41.59072875000
103,McCorey Lane,FB,Mccorrie,Portsmouth,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.23482513000,41.57693481000
105,Upper Melville Pond Fishing Access,FB,Bradford,Portsmouth,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.27156829000,41.58402633000
241,East Beach,LP,Beach,New Shoreham,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-71.56667327000,41.18254470000
272,Korea-vietnam Vets Park,LP,Arnold,Coventry,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.55643463000,41.67771911000
2880,Longmeadow Fishing And Boating Access,FB,Dorr,Warwick,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.36469268000,41.70441818000
134,Old State Pier,FB,Tim Healey,Pawtucket,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.37985229000,41.86893844000
185,Asa Pond,LP,Galway,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.51522827000,41.45790481000
197,Chapman Pond,FB,Town Landfill,Westerly,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.80036926000,41.38182067000
2885,White Rock,FB,State 78,Westerly,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.84104156000,41.39451217000
215,Pleasant St Boat Launch,FB,Pleasant,North Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.44779205000,41.57684326000
217,Pond St Boat Launch,FB,Billington,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.50309753000,41.42250061000
218,Gooseberry Rd Boat Launch,FB,Gooseberry,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.51958465000,41.38589477000
221,South Ferry Rd,LP,Ferry,Narragansett,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.42050933000,41.49255752000
2887,Brickyard Pond,FB,Legion,Barrington,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.32526397000,41.73535919000
225,Sherman Ave,FB,Sherman,Bristol,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.25372314000,41.70888900000
226,Smith Street,FB,Smith,Bristol,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.24889373000,41.70349121000
231,Tarkiln Pond,FB,Mowry,Burrillville,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.59770965000,41.96502304000
29,Switch Rd Canoe Access,FB,Hope Valley,Hopkinton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.71589660000,41.49346923000
2873,Pettaquamscutt Pond,FB,Gilbert Stuart,North Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.44407653000,41.51992034000
46,Indian Lake Boat Ramp,FB,Indian,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.46953582000,41.47410964000
74,Hopkins Mill Pond,FB,Winsor,Foster,MUN,FEE,UTL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.70736694000,41.82413101000
2878,Hope Valley,FB,Nooseneck Hill,Hopkinton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.70645904000,41.51210403000
82,Pawtuxet River,FB,Hope Furnace,Scituate,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.56536102000,41.73108673000
100,Bellville Pond,FB,Oak Hill,North Kingstown,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.47568511000,41.56043624000
106,Weaver Cove,FB,Unnamed,Portsmouth,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.28792572000,41.57381820000
2879,Fogland Boat Launch,FB,Fogland,Tiverton,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.21348571000,41.55488204000
110,State Street Boat Launch,FB,State,Bristol,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.27833557000,41.67000961000
113,Town Dock,FB,Water,Warren,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.28568267000,41.72629165000
239,Manville,FB,New River,Lincoln,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.46733856000,41.96964263000
248,Central Falls Landing,LP,Broad,Central Falls,MUN,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.39031982000,41.89884185000
251,Willet Pond,FB,Willett,East Providence,MUN,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.35593414000,41.77551269000
238,Homestead,FB,Narragansett,Portsmouth,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.30502319000,41.61980438000
271,Charlestown,FB,Charlestown Beach,Charlestown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.62668609000,41.36371994000
264,Corliss Landing,LP,Water,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.40550994000,41.82149887000
0,Queen Ann Park,LP,Church,Newport,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.31445312000,41.48736572000
0,Peace & Plenty Park,LP,Peace Street,Providence,MUN,FEE,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Rec Office Playground,LP,Frenchtown,East Greenwich,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Sun Valley Playground,LP,Pequot,East Greenwich,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Ten Mile River Greenway,LP,Ferris,East Providence,MUN,FEE,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Demery Park,LP,Riverview,Middletown,MUN,EAS,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Dunlap Wheeler Park,LP,Purgatory,Middletown,MUN,FEE,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Wyatt Road Soccer Complex,AF,Wyatt,Middletown,MUN,EAS,NGO,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Robert Douglas Field,AF,Wellington,Newport,MUN,CIN,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Hogan Field,AF,Wellington,Newport,MUN,CIN,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Pop Flack Courts,AF,King,Newport,MUN,FEE,MUN,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Pleasant Street Boat Ramp,FB,Pleasant,North Kingstown,MUN,FEE,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00000000000,0.00000000000
0,Lee Romano Field,AF,Greystone,North Providence,MUN,CIN,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.00000000000,0.00000000000
0,Bushee Playground,LP,Merrimac,North Smithfield,MUN,NON,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Newell Ave Playground,LP,Newell,Pawtucket,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Veterans Park Amphitheater,LP,Roosevelt,Pawtucket,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Perez Park,LP,Pleasant,Pawtucket,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Hodgson Rotary Park,LP,Roosevelt,Pawtucket,MUN,DRS,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Bank of Americal City Center,LP,Kennedy Plaza,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Biltmore Park,LP,Kennedy Plaza,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Cathedral Square,LP,Jackson Walkway,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Diamond St Playground,LP,Diamond,Providence,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Freeman Park,LP,Westminster,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Jacqueline Clements Park,LP,Dudley,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Knight St. Park,LP,Knight,Providence,MUN,CIN,MUN,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,M.E. Sharpe Memorial Park,LP,Benefit St,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Market Square,LP,North Main St,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Mount Pleasant Little League,AF,Mount Pleasant,Providence,MUN,CIN,MUN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Pleasant St. Park,LP,Pleasant,Providence,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Silver Lake Memorial Park,LP,Pocasset,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,St Ann's Plaza,LP,Charles,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Trinity Mews,LP,Fountain,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Tom Twitchell Greenway,LP,Oakland,Providence,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Broad Rock Playfields,LP,Broad Rock,South Kingstown,MUN,CIN,MUN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,South Kingstown Dog Park,LP,Broad Rock,South Kingstown,MUN,CIN,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Factory St. Playground,LP,Factory,West Warwick,MUN,CIN,MUN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Carlson Circle Park,LP,Carlson,West Warwick,MUN,CIN,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Brookside Ave Playground,LP,Brookside,West Warwick,MUN,CIN,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Bradford Preserve,CA,Westerly-Bradford Rd,Westerly,MUN,FEE,MUN,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
2783,Putnam Pike Baseball Field,AF,Putnam,Glocester,Municipal,UNK,UNK,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.66211700000,41.90771865000
2784,Casino Street Field,AF,Casino,Burrillville,Municipal,UNK,UNK,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.64605712000,41.95081710000
2796,Westconnaug Meadows,AF,George Washington,Scituate,Municipal,UNK,UNK,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.67129516000,41.76625442000
2799,Boston Road Field,AF,Boston,Coventry,Municipal,UNK,UNK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.55049133000,41.70503234000
2804,Jannitto Memorial Field,AF,0,Warren,Municipal,UNK,UNK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.28433990000,41.72551345000
2817,"St Gregory 
St Gregory Field",LP,Larchwood,Warwick,Municipal,UNK,UNK,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.46806335000,41.68238067000
2818,Sleepy Hollow Tennis Courts,AF,Sleepy Hollow Farm,Warwick,Municipal,UNK,UNK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.47628021000,41.68181991000
1108,Hanley Farm Marsh,CA,Beach,Warren,NGO,FEE,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-71.28863525000,41.71199798000
2469,Clay Head,CA,Clayhead,New Shoreham,NGO,EAS,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.56118011000,41.20758056000
2609,Hunt River Preserve,CA,South County,East Greenwich,NGO,EAS,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.48708343000,41.61244964000
2739,Waypoyset Preserve / Bristol Narrows,CA,Narrows,Bristol,NGO,EAS,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-71.24816131000,41.69705581000
2814,Kenney Field,AF,Jefferson,Warwick,NGO,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.44581604000,41.71908187000
164,Long Pond,FB,North,Hopkinton,NGO,FEE,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.77915954000,41.50866699000
120,Barberville Fishing And Boating Access,FB,Arcadia,Hopkinton,NGO,FEE,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.69631195000,41.54090118000
2823,Oakland Forest,CA,Oakland Farm,Portsmouth,NGO,EAS,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-71.26146697000,41.55591583000
2741,Westerly Peewee Football,AF,Old Hopkinton,Westerly,PRV,NON,NON,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.80600738000,41.38690185000
2782,Burrillville Glocester Youth Soccer,AF,Putnam,Glocester,PRV,NON,NON,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.69031524000,41.92124938000
2866,Fatima Church Field,LP,High,Cumberland,PRV,NON,PRV,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.38853454000,41.90652465000
2826,Chariho Athletic Association,LP,Nooseneck Hill,Hopkinton,PRV,NON,NON,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.70585632000,41.51308059000
160,Alton Pond Landing,FB,Alton Bradford,Hopkinton,PRV,NON,PRV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.72243499000,41.43811035000
2892,Rose Nulman Memorial Park,LP,Ocean,Narragansett,PRV,NON,PRV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-71.48078155000,41.36204910000
1138,Little Pond Beach,LP,Albert,Warwick,SCH,NON,NON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-71.40768432000,41.70495223000
1902,Edward Street Playground,LP,Edward,Newport,SCH,EAS,FED,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.31304168000,41.49255752000
101,Cumberland Hill School,SC,Manville Hill,Cumberland,SCH,NON,NON,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.46141815000,41.97454071000
109,Burrillville High School,SC,Whipple,Burrillville,SCH,NON,NON,0,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.66116333000,41.96744918000
108,Callahan School,SC,Callahan School,Burrillville,SCH,NON,NON,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.68173217000,41.97035598000
138,Northern Lincoln Elementary,SC,New River,Lincoln,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.46847534000,41.96329116000
207,Garvin Field,SC,Lonsdale Farm,Cumberland,SCH,NON,NON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.40279388000,41.92814636000
258,BF Norton School,SC,Broad,Cumberland,SCH,NON,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.39501953000,41.90899276000
273,Raymond C. Laperche Elem. Sch.,SC,Limerock,Smithfield,SCH,NON,NON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.50394439000,41.89886093000
322,Gallagher Junior High School,SC,Indian Run,Smithfield,SCH,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.54341125000,41.88348007000
342,Old County Elementary School,SC,Old County,Smithfield,SCH,NON,NON,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.51172637000,41.88234329000
341,McCabe Elementry School,SC,Pleasant View,Smithfield,SCH,NON,NON,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.54109954000,41.88148117000
399,Jenks Jr High School,SC,Division,Pawtucket,SCH,NON,NON,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,-71.37182617000,41.87530136000
