ID,F_Name,F_Type,Street,Town,OwnerTyp,ConsType,ConsJuri,P_Ground,B_Field,S_Field,F_Field,M_Field,B_Court,T_Court,V_Court,Track,SkatPark,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,ActiveRec,Lon,Lat
395,Slater School Playground,SC,Mineral Spring,Pawtucket,SCH,NON,NON,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.40139007000,41.87454605000
417,Birchwood School,SC,Patricia,North Providence,SCH,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.45070648000,41.86898422000
432,Baldwin School,SC,Randall,Pawtucket,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.39620208000,41.86891937000
455,North Providence High School,SC,Jackson,North Providence,SCH,NON,NON,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.45812225000,41.85905838000
462,Centerdale School,SC,Brookside,North Providence,SCH,NON,NON,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.47685241000,41.85730361000
537,Mount Pleasant H. S. Fields,SC,Rialto,Providence,SCH,NON,NON,0,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.45356750000,41.83821868000
548,Nathan Bishop School,SC,Elmgrove,Providence,SCH,NON,NON,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.39337158000,41.84058761000
546,Barnes School,SC,Barnes,Johnston,SCH,NON,NON,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.48765563000,41.83846282000
558,Johnston Sr High School,SC,Cherry Hill,Johnston,SCH,NON,NON,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.49881744000,41.83306884000
553,Brown Ave. School,SC,Brown,Johnston,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.54750823000,41.83452606000
591,Scituate Jr.-Sr.high School,SC,Rockland,Scituate,SCH,NON,NON,0,0,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.61898040000,41.82462310000
651,Central / Classical  High Schools,SC,Broad,Providence,SCH,NON,NON,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.41934967000,41.81695938000
654,Windsor Hills School,SC,Valley View,Johnston,SCH,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.47737121000,41.81727218000
660,Laurel Hill Playground,SC,Grover,Providence,SCH,NON,NON,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.45627593000,41.81672668000
664,Bridgham School Playfield,SC,Broadway,Providence,SCH,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.43763732000,41.81743240000
636,Captain Issac Paine School,SC,Danielson Pike,Foster,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.73156738000,41.81411361000
815,Western Hills Middle School,SC,Phenix,Cranston,SCH,NON,NON,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.47874450000,41.77529144000
871,Garden City School,SC,Magazine,Cranston,SCH,NON,NON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.45024108000,41.76180648000
902,Sowams School,SC,Sowams,Barrington,SCH,NON,NON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.29434204000,41.75711822000
901,Aldrich Junior High School,SC,Post,Warwick,SCH,EAS,FED,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.41495513000,41.75586318000
931,Wyman School,SC,Columbia,Warwick,SCH,EAS,FED,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.38999176000,41.75265884000
944,Holliman School,SC,Black,Warwick,SCH,EAS,FED,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.41301727000,41.74768066000
975,Barrington Middle School,SC,Middle,Barrington,SCH,NON,NON,0,1,3,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.33242797000,41.74534606000
976,John Brown School,SC,Miantonomo,Warwick,SCH,EAS,FED,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.40443420000,41.74388122000
996,Spring Green School,SC,Balsam,Warwick,SCH,NON,NON,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.40663909000,41.73954010000
1052,Child St. School,SC,Moonbeam,Warren,SCH,NON,NON,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.26663970000,41.73001480000
1034,Hoxsie School,SC,Glenwood,Warwick,SCH,EAS,FED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.39866638000,41.72867965000
1046,Nayatt School,SC,Nayatt,Barrington,SCH,NON,NON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.30706787000,41.73025512000
1091,Sherman School,SC,Killey,Warwick,SCH,EAS,FED,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.39683532000,41.71786880000
1109,Greenwood School,SC,Trinity,Warwick,SCH,NON,NON,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.45539093000,41.71108627000
1117,Tollgate  School Complex,SC,Toll Gate,Warwick,SCH,NON,NON,0,2,2,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.48661804000,41.70531463000
1129,Lippitt School,SC,Almy,Warwick,SCH,NON,NON,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.42202758000,41.70706558000
1137,Veterans' High School,SC,West Shore,Warwick,SCH,NON,NON,0,2,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.41106414000,41.70613479000
1136,Washington Oak School,SC,Walker,Coventry,SCH,NON,NON,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.59170532000,41.70385360000
1156,Scott Elementary School,SC,Centerville,Warwick,SCH,EAS,FED,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.49099731000,41.69957733000
1162,Robertson School,SC,Nausauket,Warwick,SCH,EAS,FED,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.43920898000,41.69889831000
1186,Rockwell School,SC,Hope,Bristol,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.28095245000,41.69816589000
1149,Western Coventry School,SC,Flat River,Coventry,SCH,NON,NON,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.68848419000,41.69654464000
1216,Warwick Neck School,SC,Warwick Neck,Warwick,SCH,EAS,FED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.37711334000,41.69006347000
1236,Bristol Junior-Senior High Sch.,SC,Chestnut,Bristol,SCH,NON,NON,0,1,2,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.27165985000,41.68800735000
1214,Wood Street Field,LP,Wood,Coventry,SCH,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.56259155000,41.68597412000
1257,Tiogue School,SC,Shore,Coventry,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.54225158000,41.67655563000
1267,Hopkins Hill School,SC,Johnson,Coventry,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.56107330000,41.67387390000
1377,Potowomut School,SC,Potowomut,Warwick,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.45531463000,41.64053344000
1436,Tiverton Middle School,SC,Quintal,Tiverton,SCH,NON,NON,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.15909576000,41.62908935000
1440,Tiverton High School,SC,Brayton,Tiverton,SCH,NON,NON,0,1,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.16397857000,41.63021087000
1477,Hutchinson School,SC,Brownell,Portsmouth,SCH,NON,NON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.25832366000,41.61851501000
1484,Hathaway School,SC,Main,Portsmouth,SCH,EAS,FED,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.24502563000,41.61639404000
1476,Quidnesset School,SC,Edmond,North Kingstown,SCH,NON,NON,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.43831634000,41.61502838000
1488,Portsmouth High School,SC,Memorial,Portsmouth,SCH,NON,NON,0,4,2,1,4,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.25101470000,41.61082458000
1481,Davisville Elementary School,SC,East,North Kingstown,SCH,NON,NON,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.46742248000,41.61243820000
1479,Lineham School,SC,Nooseneck Hill,West Greenwich,SCH,NON,NON,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.63883972000,41.61312103000
1525,Stony Lane School,SC,Iron Horse,North Kingstown,SCH,NON,NON,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.48599243000,41.59396362000
1562,Melville School,SC,Bradford,Portsmouth,SCH,EAS,FED,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.27086639000,41.58343124000
1610,Wickford Middle School,SC,Tower Hill,North Kingstown,SCH,NON,NON,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.46163177000,41.56729888000
1658,North Kingstown High School,SC,Fairway,North Kingstown,SCH,NON,NON,0,2,3,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.44660949000,41.55709075000
1676,Portsmouth Middle School,SC,Jepson,Portsmouth,SCH,NON,NON,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.28697967000,41.55553817000
1685,Hamilton School,SC,Boston Neck,North Kingstown,SCH,NON,NON,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.44120788000,41.54689025000
1695,Pennfield School,SC,Main,Portsmouth,SCH,NON,NON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.25842285000,41.54598236000
1709,Oliphant School,SC,Oliphant,Middletown,SCH,NON,NON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.29088592000,41.54006195000
1742,Kennedy School,SC,Lake Erie,Middletown,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.29987335000,41.52320098000
1748,Middletown Middle School,SC,Turner,Middletown,SCH,NON,NON,0,2,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.27790832000,41.52029037000
1788,Linden School,SC,Linden,Middletown,SCH,NON,NON,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.30053710000,41.51072311000
1801,Sullivan School,SC,Dexter,Newport,SCH,NON,NON,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30486297000,41.50843811000
1802,Richmond Elementary School,SC,Kingstown,Richmond,SCH,EAS,FED,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.66181182000,41.50089645000
1838,Coggeshall School,SC,Evarts,Newport,SCH,NON,NON,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.31037139000,41.50075149000
1860,Aquidneck School,SC,Reservoir,Middletown,SCH,NON,NON,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.28116607000,41.49660491000
1884,Cranston / Calvert School,SC,Cranston,Newport,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30818939000,41.49470138000
1907,West Kingston School,SC,Ministerial,South Kingstown,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.55046844000,41.47817611000
2048,Rogers High School,SC,Wickham,Newport,SCH,NON,NON,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.32054138000,41.46977996000
2086,Chariho High School,SC,Switch,Richmond,SCH,NON,NON,0,4,2,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.69665527000,41.44982147000
2095,Charlestown School,SC,Old Shannock,Charlestown,SCH,NON,NON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.65536499000,41.44958114000
2121,Hazard Field,SC,School,South Kingstown,SCH,EAS,FED,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.49368286000,41.44556808000
2128,Hazard School,SC,School,South Kingstown,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.49520111000,41.44526290000
2138,Peacedale Elementary School,SC,Emmett,South Kingstown,SCH,NON,NON,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.49983215000,41.45405197000
2162,Narragansett High School,SC,Pier,Narragansett,SCH,NON,NON,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.47056579000,41.42977523000
2165,Ashaway School,SC,Hillside,Hopkinton,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.79157257000,41.41998291000
2241,Tower St. School,LP,Narragansett,Westerly,SCH,NON,SCH,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.81366729000,41.37926101000
2256,Babcock Hall,LP,Ward,Westerly,SCH,NON,SCH,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.82043457000,41.37632751000
2328,State St. School,SC,State,Westerly,SCH,NON,SCH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.82421875000,41.36603164000
2394,Dunn's Corner School,SC,Plateau,Westerly,SCH,NON,SCH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.77528381000,41.34708404000
2480,Block Island School,SC,Pilot Hill,New Shoreham,SCH,NON,NON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.56102752000,41.16488647000
2490,Oakland Beach School,SC,Gordon,Warwick,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.40063476000,41.69863128000
2633,Potter-Burns School,SC,Carter,Pawtucket,SCH,NON,NON,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.35214233000,41.88180923000
963,Barrington High School,SC,Lincoln,Barrington,SCH,NON,NON,0,3,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.32001495000,41.74769592000
1245,Coventry High School,SC,Club House,Coventry,SCH,NON,NON,0,1,1,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.59456634000,41.68457031000
820,Cranston High School West,SC,Phoenix,Cranston,SCH,NON,NON,0,1,1,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.47899627000,41.77336883000
646,East Providence High School,SC,Pawtucket,East Providence,SCH,NON,NON,0,3,6,1,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.35266113000,41.81922912000
396,Ponagansett School,SC,Anan Wade,Glocester,SCH,EAS,FED,0,2,2,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.71450042000,41.86730957000
1835,Jamestown School,SC,Melrose,Jamestown,SCH,EAS,FED,1,4,1,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,-71.37955474000,41.49968719000
183,Lincoln Junior / Seniro High,SC,Old River,Lincoln,SCH,EAS,FED,0,2,2,1,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.45273590000,41.93682479000
1759,Middletown High School,SC,Reardon,Middletown,SCH,NON,NON,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.28821563000,41.51676940000
151,North Smithfield High School,SC,Greenville,North Smithfield,SCH,NON,NON,0,2,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.54447174000,41.95165634000
569,Hope High School,SC,Brown,Providence,SCH,NON,NON,1,2,1,1,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.40379333000,41.83429718000
2068,Curtis Corner Middle School,SC,Curtis Corner,South Kingstown,SCH,NON,NON,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.52038574000,41.46087265000
331,Smithfield High School,SC,Rosewood,Smithfield,SCH,NON,NON,0,2,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.54400634000,41.87980651000
1238,Cedar Hill School,SC,Unnamed,Warwick,SCH,EAS,FED,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.46411895000,41.68419265000
1122,Gorton School,SC,Draper,Warwick,SCH,EAS,FED,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.37778472000,41.70618820000
953,Pilgrim High School,SC,Pilgrim,Warwick,SCH,NON,NON,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.40910339000,41.74608230000
1198,Quinn School,SC,Brown,West Warwick,SCH,NON,NON,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.52410125000,41.69050216000
1102,West Warwick School Complex,SC,Webster Knight,West Warwick,SCH,NON,NON,0,1,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.51573181000,41.70882034000
2668,Exeter / West Greenwich Jr-sr High,SC,Nooseneck Hill,West Greenwich,SCH,NON,NON,0,2,2,1,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.63713073000,41.60582733000
2684,Broad Rock Middle School,SC,Broad Rock,South Kingstown,SCH,NON,NON,0,0,2,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.48425292000,41.45588302000
2702,Agnes Little School Playground,SC,Ashton,Pawtucket,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.37074279000,41.87694168000
2707,Burrillville Middle School,SC,Broncos,Burrillville,SCH,NON,NON,1,2,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-71.62338256000,41.98054504000
2710,Steere Farm Elementary School,SC,Steere Farm,Burrillville,SCH,NON,NON,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.67575836000,41.93865585000
2694,Stadium School,SC,Crescent,Cranston,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.44802856000,41.78921508000
2695,Waterman School,SC,Mapleton,Cranston,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.43938446000,41.76633071000
2690,Rhodes School,SC,Shaw,Cranston,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.39628601000,41.77446365000
837,Rhodes School,SC,Putnam,Warwick,SCH,EAS,FED,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.41590881000,41.75757217000
2775,Manning Field,AF,Danielson,Scituate,SCH,NON,SCH,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.61120605000,41.83071517000
2854,Davies Middle School,AF,Jenckes Hill,Lincoln,SCH,NON,NON,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.45738220000,41.90116500000
2834,Springbrook School,SC,Springbrook,Westerly,SCH,NON,SCH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.82847595000,41.40149688000
0,Coventry Middle School,SC,Foster Dr,Coventry,SCH,NON,SCH,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00000000000,0.00000000000
0,Halliwell School Playground,SC,Victory Highway,North Smithfield,SCH,NON,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Cunningham Elementary School Playground,SC,Baldwin,Pawtucket,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
0,Curtis Elementary School,SC,Benefit,Pawtucket,SCH,NON,NON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
828,Stillhouse Cove,LP,Narragansett,Cranston,STA,EAS,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-71.38991546000,41.77013778000
2634,Doreen Tomlinson Complex,AF,Daggett,Pawtucket,STA,EAS,FED,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.34529113000,41.88639068000
2706,Black Hut Management Area,MA,Glen Meadow,Burrillville,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-71.64867401000,41.98720932000
10,Carl's Pond,FB,Jencks,Cumberland,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.44660186000,42.01313018000
2,Buck Hill Management Area,MA,Benson Mountain,Burrillville,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,-71.78728485000,41.99706268000
178,Blackstone Bikeway,SP,Farnworth,Lincoln,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.40835571000,41.91162490000
182,George Washington Management Area,MA,Richardson,Burrillville,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,-71.76850891000,41.94266128000
234,Washington Grove,SP,Washington,Smithfield,STA,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.53817749000,41.91281127000
242,Woonasquatucket Reservoir,FB,Farnum Pike,Smithfield,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-71.54101562000,41.90761184000
236,Durfee Hill Management Area,MA,Willie Woodhead,Glocester,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-71.74745178000,41.90439605000
324,Lincoln Woods,SP,Lincoln Woods,Lincoln,STA,FEE,STA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.43139648000,41.89726257000
461,Snake Den State Park,CA,Hartford,Johnston,STA,EAS,FED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.53470611000,41.84130096000
534,Shippee Sawmill Pond,FB,Willoughby Young,Foster,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.75236511000,41.83379364000
565,Dean Andrews Memorial Field,LP,Battey Meetinghouse,Scituate,STA,FEE,STA,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-71.60561370000,41.82970046000
746,JT Owens Park,LP,Niantic,Providence,STA,EAS,FED,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.43684387000,41.79338836000
832,Fay Memorial Field,LP,Dallas,Cranston,STA,FEE,STA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-71.40030670000,41.77082443000
830,Meshanticut Park,SP,Lakeview,Cranston,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-71.47604370000,41.76870346000
855,Dean Parkway,SP,Dean,Cranston,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.46330261000,41.76323318000
922,Haines Park,SP,Haines Park,Barrington,STA,FEE,STA,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.34613800000,41.75232315000
919,Salter Grove,LP,Narragansett,Warwick,STA,FEE,STA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-71.38346099000,41.75286102000
1106,Nicholas Farm,MA,Plainfield Pike,Coventry,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-71.77273559000,41.69342422000
1125,Trestle Trail West',SP,Bramble Bush,Coventry,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.64464569000,41.69669342000
1261,Colt State Park,SP,Asylum,Bristol,STA,EAS,FED,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-71.29747009000,41.67708969000
1378,Big River Reservoir,MA,Burnt Sawmill,West Greenwich,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-71.60385131000,41.63472366000
1285,Goddard Park,SP,Ives,Warwick,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,-71.43722534000,41.65924835000
1305,North Prudence Island,MA,Neck Farm,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-71.34316253000,41.65590667000
1326,Patience Island,MA,Neck Farm,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-71.36003112000,41.65565872000
1392,Boyds Marsh,MA,Bay View,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.24364471000,41.63571929000
1467,Teddy's Beach,SP,Point,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-71.21983337000,41.62541580000
1491,Lehigh Hill Grove,SP,Main,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.26029968000,41.61138534000
1501,Hope Island,MA,Bay,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-71.36820983000,41.60221862000
1521,Black Regiment Memorial Park,SP,Musselbed Shoal,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.25514221000,41.63357925000
1512,Devil's Foot Rock,CA,Post,North Kingstown,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.45646667000,41.60262680000
1520,South Prudence Island,MA,Bunker,Portsmouth,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-71.32357788000,41.58792495000
1528,Queen's Fort Historic Site,SP,Lantern,Exeter,STA,FEE,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.52201080000,41.59032821000
