FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,GSBI_,GSBI_ID,GWTYPE,CODE Value
351,332,0,0,6236.940,125,124,1,Bikeway/Bike route - State Proposed
372,351,0,0,4312.852,126,125,1,Bikeway/Bike route - State Proposed
347,372,0,0,5800.807,127,126,1,Bikeway/Bike route - State Proposed
451,478,0,0,7091.238,128,127,1,Bikeway/Bike route - State Proposed
449,451,0,0,595.254,129,128,1,Bikeway/Bike route - State Proposed
443,449,0,0,842.324,130,129,1,Bikeway/Bike route - State Proposed
452,449,0,0,2734.679,131,130,1,Bikeway/Bike route - State Proposed
403,452,0,0,11588.800,132,131,1,Bikeway/Bike route - State Proposed
452,415,0,0,5611.575,133,132,1,Bikeway/Bike route - State Proposed
372,414,0,0,16424.930,134,133,1,Bikeway/Bike route - State Proposed
414,443,0,0,4160.553,135,134,1,Bikeway/Bike route - State Proposed
415,414,0,0,6.911,136,135,1,Bikeway/Bike route - State Proposed
497,508,0,0,2869.251,137,136,1,Bikeway/Bike route - State Proposed
508,575,0,0,23148.230,138,137,1,Bikeway/Bike route - State Proposed
575,576,0,0,177.442,139,138,1,Bikeway/Bike route - State Proposed
574,575,0,0,48.441,140,139,1,Bikeway/Bike route - State Proposed
552,545,0,0,8582.899,141,140,1,Bikeway/Bike route - State Proposed
552,557,0,0,3065.365,142,141,1,Bikeway/Bike route - State Proposed
565,552,0,0,8193.099,143,142,1,Bikeway/Bike route - State Proposed
578,600,0,0,41656.730,144,143,1,Bikeway/Bike route - State Proposed
574,572,0,0,7319.227,145,144,1,Bikeway/Bike route - State Proposed
572,578,0,0,5192.490,146,145,1,Bikeway/Bike route - State Proposed
565,572,0,0,996.004,147,146,1,Bikeway/Bike route - State Proposed
543,528,0,0,3604.972,148,147,1,Bikeway/Bike route - State Proposed
528,519,0,0,3100.724,149,148,1,Bikeway/Bike route - State Proposed
599,611,0,0,6860.408,150,149,1,Bikeway/Bike route - State Proposed
599,576,0,0,16544.310,151,150,1,Bikeway/Bike route - State Proposed
190,215,0,0,6168.277,152,151,1,Bikeway/Bike route - State Proposed
190,167,0,0,14469.390,153,152,1,Bikeway/Bike route - State Proposed
204,190,0,0,2261.669,154,153,1,Bikeway/Bike route - State Proposed
14,12,0,0,517.533,602,601,1,Bikeway/Bike route - State Proposed
6,5,0,0,251.924,603,602,1,Bikeway/Bike route - State Proposed
12,7,0,0,860.949,604,603,1,Bikeway/Bike route - State Proposed
7,6,0,0,271.999,605,604,1,Bikeway/Bike route - State Proposed
5,2,0,0,398.691,606,605,1,Bikeway/Bike route - State Proposed
15,19,0,0,2854.767,607,606,1,Bikeway/Bike route - State Proposed
15,14,0,0,215.973,608,607,1,Bikeway/Bike route - State Proposed
30,52,0,0,16956.140,609,608,1,Bikeway/Bike route - State Proposed
19,30,0,0,2249.283,610,609,1,Bikeway/Bike route - State Proposed
225,228,0,0,1870.123,611,610,1,Bikeway/Bike route - State Proposed
228,226,0,0,8960.431,612,611,1,Bikeway/Bike route - State Proposed
