OBJECTID,KeyID,Name,Type,Street,Town,OwnerTyp,ConsType,ConsJuri,Steward,Playground,Ball Field,Soccer Field,Football Field,Multi-use Field,Basketball Court,Tennis,Volleyball Court,Track,Skate Park,Ice Hockey Rink,Street Hockey Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,Active Rec,RestRoom,Walking Path,Bike Path,StateGrant,LWCFGrant,Lon,Lat,Short_Description,Description,Additional_Names,GoRI_Incude_Suggestion,NoGoRI_Incude_Why,Dogs_Allowed,ADA,Stroller_Friendly,Picnic_Area,Acres_Miles,Contact_Info,Contact_Info_Seasonal,About_Links,Map_Links,GoRI_TestFlag,GoRI_subset
272,272,Lemoureux Field,LP,Alysworth,Woonsocket,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.48334500660,42.00157931900,,,,,,,,,,,,,,,,N
273,273,Bernon Memorial Park,LP,Kermit,Woonsocket,MUN,,,,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.51144852990,41.98979979440,,,,,,,,,,,,,,,,N
274,274,Globe Park,LP,Providence,Woonsocket,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.52281194360,41.98644797550,,,,,,,,,,,,,,,,N
275,275,Iron Rocks Conservation Area,CA,Park,Woonsocket,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.47309381130,41.99563504960,,,,,,,,,,,,,,,,N
276,276,Milton Ave / Union Village Playground,LP,Milton,North Smithfield,MUN,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.53242664320,41.98810340900,,,,,,,,,,,,,,,,N
277,277,Barry Memorial Field,AF,Smithfield,Woonsocket,MUN,,,,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,N,-71.51870073160,41.98605713340,,,,,,,,,,,,,,,,Y
278,278,Booth Pond Conservation Area,CA,Jillson,Woonsocket,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.50159417480,41.98259493000,,,,,,,,,,,,,,,,N
279,279,Cumberland Hill School,SC,Manville Hill,Cumberland,SCH,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.46141549350,41.97454241760,,,,,,,,,,,,,,,,N
280,280,Burrillville High School,SC,Whipple,Burrillville,SCH,,,,0,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.66116597670,41.96745092220,,,,,,,,,,,,,,,,N
281,281,Callahan School,SC,Callahan School,Burrillville,SCH,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.68173178140,41.97035423390,,,,,,,,,,,,,,,,N
282,282,Town Common / Bicentennial Park,LP,Steere,Burrillville,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.67449837080,41.96612844870,,,,,,,,,,,,,,,,N
283,283,Cumberland High School Farm Drive Field,SC,Mendon,Cumberland,MUN,,,,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.44909280690,41.96418934880,,,,,,,,,,,,,,,,N
284,284,Whitemill Property,LP,Wallum Lake,Burrillville,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y,N,-71.71458006400,41.96500251550,,,,,,,,,,,,,,,,N
285,285,Northern Lincoln Elementary,SC,New River,Lincoln,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46847794620,41.96329051860,,,,,,,,,,,,,,,,N
286,286,Hauser Memorial Field,LP,Howard,Burrillville,MUN,,,,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.70935788700,41.96454653290,,,,,,,,,,,,,,,,N
287,287,Albion Playground,LP,Berkshire,Lincoln,MUN,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.45906213740,41.95225511510,,,,,,,,,,,,,,,,N
288,288,Ashton School,SC,Scott,Cumberland,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.42746977070,41.94699850390,,,,,,,,,,,,,,,,N
289,289,Monastery,LP,Diamond Hill,Cumberland,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,Y,-71.40973156050,41.93570732340,,,,,,,,,,,,,,,,Y
290,290,Blackstone Bikeway,SP,Farnworth,Lincoln,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,N,-71.40835475660,41.91162596750,,,,,,,,,,,,,,,,Y
291,291,George Washington Management Area,MA,Richardson,Burrillville,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,N,Y,-71.76850750130,41.94266103120,,,,,,,,,,,,,,,,Y
292,292,Garvin Field,SC,Lonsdale Farm,Cumberland,SCH,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40279257810,41.92814500700,,,,,,,,,,,,,,,,N
293,293,Mowry Conservation Area,CA,Farnum Pike,Smithfield,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.55304302420,41.92401795450,,,,,,,,,,,,,,,,N
294,294,Washington Grove,SP,Washington,Smithfield,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.53817926350,41.91281288360,,,,,,,,,,,,,,,,Y
295,295,Butterfly Pond Area,LP,Butterfly,Lincoln,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.43255230200,41.90690447860,,,,,,,,,,,,,,,,N
296,296,Woonasquatucket Reservoir,FB,Farnum Pike,Smithfield,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.54101704410,41.90761050870,,,,,,,,,,,,,,,,Y
297,297,BF Norton School,SC,Broad,Cumberland,SCH,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.39502326350,41.90899140440,,,,,,,,,,,,,,,,N
298,298,Durfee Hill Management Area,MA,Willie Woodhead,Glocester,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Y,-71.74745166620,41.90439763350,,,,,,,,,,,,,,,,Y
299,299,Chase Farm Conservation Area,CA,Hollywood,Lincoln,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Y,Y,-71.42516672260,41.90922215590,,,,,,,,,,,,,,,,Y
300,300,Raymond C. Laperche Elem. Sch.,SC,Limerock,Smithfield,SCH,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.50394690520,41.89886084020,,,,,,,,,,,,,,,,N
301,301,Barney Pond Area,LP,Smithfield,Lincoln,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41409029510,41.89648927820,,,,,,,,,,,,,,,,N
302,302,Illinois St. Playground,LP,Illinois,Central Falls,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.39513818390,41.89214725040,,,,,,,,,,,,,,,,N
303,303,Sullivan Field,LP,Woodland,Lincoln,MUN,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.41318056240,41.89222464020,,,,,,,,,,,,,,,,N
304,304,Georgiaville Beach,LP,Stillwater,Smithfield,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,N,N,-71.50851583810,41.89053592530,,,,,,,,,,,,,,,,Y
305,305,John St. Playground,LP,John,Pawtucket,MUN,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.37123099990,41.89197282560,,,,,,,,,,,,,,,,N
306,306,Lincoln Woods,SP,Lincoln Woods,Lincoln,STA,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,N,Y,-71.43139698680,41.89726179480,,,,,,,,,,,,,,,,Y
307,307,Garfield St. Totlot,LP,Garfield,Central Falls,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.39527410290,41.88606529450,,,,,,,,,,,,,,,,N
308,308,Gallagher Junior High School,SC,Indian Run,Smithfield,SCH,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.54341011470,41.88348055220,,,,,,,,,,,,,,,,N
309,309,Old County Elementary School,SC,Old County,Smithfield,SCH,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.51172625480,41.88234429690,,,,,,,,,,,,,,,,N
310,310,McCabe Elementry School,SC,Pleasant View,Smithfield,SCH,,,,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.54110077710,41.88148145520,,,,,,,,,,,,,,,,N
311,311,Fairlawn Playground,LP,Mcduff,Lincoln,MUN,,,,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.41417494720,41.88146503090,,,,,,,,,,,,,,,,N
312,312,Marion Irons Beach,LP,Snake Hill,Glocester,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,-71.62581787700,41.87961516190,,,,,,,,,,,,,,,,Y
313,313,Willow Field,LP,Willow,Smithfield,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.53623905700,41.87457105070,,,,,,,,,,,,,,,,N
314,314,Smithfield Ave Playground,LP,Smithfield,Pawtucket,MUN,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.41447732520,41.87601264240,,,,,,,,,,,,,,,,N
315,315,Jenks Jr High School,SC,Division,Pawtucket,SCH,,,,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.37182854970,41.87530181870,,,,,,,,,,,,,,,,N
316,316,Slater School Playground,SC,Mineral Spring,Pawtucket,SCH,,,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40139141460,41.87454492690,,,,,,,,,,,,,,,,N
317,317,Ayotte Park / Novelty Park,LP,Johnson,Pawtucket,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.37606846680,41.87448776380,,,,,,,,,,,,,,,,N
318,318,Birchwood School,SC,Patricia,North Providence,SCH,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45070699550,41.86898436910,,,,,,,,,,,,,,,,N
319,319,Baldwin School,SC,Randall,Pawtucket,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.39626325500,41.86854945850,,,,,,,,,,,,,,,,N
320,320,Greystone Park,LP,Elmore,North Providence,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.48793201660,41.86580339990,,,,,,,,,,,,,,,,N
321,321,Ivan St. Park,LP,Washington,North Providence,MUN,,,,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.43144753070,41.86663560810,,,,,,,,,,,,,,,,N
322,322,Greenlake Beach,LP,Bayou,Smithfield,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,N,N,-71.55183922350,41.86526485660,,,,,,,,,,,,,,,,Y
323,323,McCarthy Park,LP,School,Pawtucket,MUN,,,,1,2,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Y,N,-71.37646150040,41.86300335430,,,,,,,,,,,,,,,,Y
324,324,Duffy Complex,AF,Cleveland,Pawtucket,MUN,,,,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.38534981800,41.86413358320,,,,,,,,,,,,,,,,N
325,325,North Providence High School,SC,Jackson,North Providence,SCH,,,,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45812492410,41.85905960410,,,,,,,,,,,,,,,,N
326,326,Centerdale School,SC,Brookside,North Providence,SCH,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.47685578980,41.85730518330,,,,,,,,,,,,,,,,N
327,327,Snake Den State Park,CA,Hartford,Johnston,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Y,-71.53200060160,41.84130031440,,,,,,,,,,,,,,,,Y
328,328,Lippitt Park,LP,Hope,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,Y,-71.39145096560,41.85471096380,,,,,,,,,,,,,,,,Y
329,329,Windmill St. Playground,LP,Windmill,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41874410950,41.85621962590,,,,,,,,,,,,,,,,N
330,330,Canada Pond,FB,Udell,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.42797711800,41.85867894170,,,,,,,,,,,,,,,,N
331,331,McGuire School,LP,Central,North Providence,MUN,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.46640680740,41.85397610560,,,,,,,,,,,,,,,,N
332,332,Ascham St. Playground,LP,Ascham,Providence,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.41880457260,41.85112505350,,,,,,,,,,,,,,,,N
333,333,Iola French Park,LP,Stansbury,Providence,MUN,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,N,-71.43286974800,41.85135922270,,,,,,,,,,,,,,,,Y
334,334,Ricci School Athletic Complex,AF,Intervale,North Providence,MUN,,,,0,0,3,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.47159758570,41.84820321440,,,,,,,,,,,,,,,,Y
335,335,Morris Ave. Totlot,LP,Morris,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39605819200,41.84349505830,,,,,,,,,,,,,,,,N
336,336,Billy Taylor Park,LP,Camp,Providence,MUN,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40339704210,41.84188032950,,,,,,,,,,,,,,,,N
337,337,Fargnoli Park,LP,Smith,Providence,MUN,,,,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.44228240790,41.84207596770,,,,,,,,,,,,,,,,N
338,338,Sessions St. Playground,LP,Sessions,Providence,MUN,,,,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39135990930,41.84200883020,,,,,,,,,,,,,,,,N
339,339,Triggs Memorial Golf Course,AF,Chalkstone,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N,N,-71.45892074290,41.83682136360,,,,,,,,,,,,,,,,N
340,340,Mount Pleasant H. S. Fields,SC,Rialto,Providence,SCH,,,,0,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.45356927870,41.83821984440,,,,,,,,,,,,,,,,Y
341,341,Nathan Bishop School,SC,Elmgrove,Providence,SCH,,,,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.39336991820,41.84058838580,,,,,,,,,,,,,,,,N
342,342,Obediah Brown Field,LP,Obediah Brown,Providence,MUN,,,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.46296995380,41.83729855990,,,,,,,,,,,,,,,,N
343,343,Barnes School,SC,Barnes,Johnston,SCH,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.48765615960,41.83846207160,,,,,,,,,,,,,,,,N
344,344,Martin Luther King Playground,LP,Camp,Providence,MUN,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.40360485570,41.83815008850,,,,,,,,,,,,,,,,N
345,345,Johnston Sr High School,SC,Cherry Hill,Johnston,SCH,,,,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.50100627040,41.83301313770,,,,,,,,,,,,,,,,Y
346,346,Candace St. Playground,LP,Goddard,Providence,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.42161537380,41.83416440420,,,,,,,,,,,,,,,,N
347,347,Brown Ave. School,SC,Brown,Johnston,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.54750651080,41.83452775740,,,,,,,,,,,,,,,,N
348,348,Shippee Sawmill Pond,FB,Willoughby Young,Foster,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.75236646810,41.83379244900,,,,,,,,,,,,,,,,Y
349,349,Gladys Potter Park,LP,Humboldt,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.38698429140,41.83258003600,,,,,,,,,,,,,,,,N
350,350,Viscolosi Park,LP,Chalkstone,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46358075440,41.83347221510,,,,,,,,,,,,,,,,N
351,351,Agawam Playground & Softball Complex,AF,Pawtucket,East Providence,MUN,,,,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.35159867510,41.82711012770,,,,,,,,,,,,,,,,N
352,352,Dean Andrews Memorial Field,LP,Battey Meetinghouse,Scituate,STA,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.60489262430,41.82929879080,,,,,,,,,,,,,,,,Y
353,353,Berkander Field,LP,Institute,Scituate,MUN,,,,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.58497867560,41.83447320020,,,,,,,,,,,,,,,,N
354,354,Paterson St. Park,LP,Patterson,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.38188883390,41.83063617490,,,,,,,,,,,,,,,,N
355,355,Roger Williams National Park,LP,Main,Providence,FED,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,N,-71.41054609440,41.83000823820,,,,,,,,,,,,,,,,Y
356,356,Scituate Jr.-Sr. High School,SC,Rockland,Scituate,SCH,,,,0,0,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.61897724300,41.82462196080,,,,,,,,,,,,,,,,Y
357,357,Preston & Ives Playground,LP,Preston,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39262159160,41.82419759300,,,,,,,,,,,,,,,,N
358,358,Manton Heights,LP,Manton,Providence,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45593384620,41.82464247290,,,,,,,,,,,,,,,,N
359,359,Brassil Memorial Park,LP,Arnold,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.39889672710,41.82131637110,,,,,,,,,,,,,,,,N
360,360,Ridge St. Playground,LP,Penn,Providence,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.43517942020,41.82081027610,,,,,,,,,,,,,,,,N
361,361,Woodlake Park,LP,Reservoir,Johnston,MUN,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.52856364090,41.81550451850,,,,,,,,,,,,,,,,N
362,362,Abbot Park,LP,Weybosset,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41335932350,41.82034733410,,,,,,,,,,,,,,,,N
363,363,Central / Classical  High Schools,SC,Broad,Providence,SCH,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.41934974950,41.81696043380,,,,,,,,,,,,,,,,Y
364,364,Windsor Hills School,SC,Valley View,Johnston,SCH,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.47736886080,41.81727159110,,,,,,,,,,,,,,,,N
365,365,Laurel Hill Playground,SC,Grover,Providence,SCH,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45627961280,41.81672818680,,,,,,,,,,,,,,,,N
366,366,Bridgham School Playfield,SC,Broadway,Providence,SCH,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.43764074970,41.81743124350,,,,,,,,,,,,,,,,N
367,367,Mauran Avenue Playground,LP,Mauran,East Providence,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.38040475570,41.81561118500,,,,,,,,,,,,,,,,N
368,368,Bold Point Park,LP,Pier,East Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,Y,-71.39097295600,41.81522200140,,,,,,,,,,,,,,,,Y
369,369,Captain Issac Paine School,SC,Danielson Pike,Foster,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.73156596090,41.81411222340,,,,,,,,,,,,,,,,N
370,370,Cranston St. Playground,LP,Cranston,Providence,MUN,,,,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.42342686380,41.81542607720,,,,,,,,,,,,,,,,N
371,371,Davey Lopes Park,LP,Prairie,Providence,MUN,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N,N,-71.41596264890,41.81035172690,,,,,,,,,,,,,,,,Y
372,372,Ellery St. Park,LP,Ellery,Providence,MUN,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.43855381320,41.81085206550,,,,,,,,,,,,,,,,N
373,373,Paul Grande Park,LP,Daniel,Providence,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45749545110,41.81029997560,,,,,,,,,,,,,,,,N
374,374,Warren St. Playground,LP,Fuller,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42559492760,41.81093910440,,,,,,,,,,,,,,,,N
375,375,Clarence St. Playground,LP,Clarence,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.45091766450,41.80918450010,,,,,,,,,,,,,,,,N
376,376,Scalabrini Piazza,LP,Silver Lake,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45817216170,41.80774229790,,,,,,,,,,,,,,,,N
377,377,Mattie Smith Totlot,LP,Taylor,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41752558510,41.80569197420,,,,,,,,,,,,,,,,N
378,378,Salisbury St. Totlot,LP,Salisbury,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41067678550,41.80588467900,,,,,,,,,,,,,,,,N
379,379,Bucklin St. Park / McCrane Pool,LP,Bucklin,Providence,MUN,,,,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N,N,-71.42864702340,41.80519429930,,,,,,,,,,,,,,,,Y
380,380,Baxter St. Park,LP,Norwich,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41655856390,41.80282830280,,,,,,,,,,,,,,,,N
381,381,Harriet & Sayles Park,LP,Sayles,Providence,MUN,,,,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.41180651720,41.80259776110,,,,,,,,,,,,,,,,N
383,383,Lawrence Street Playground,LP,Lawrence,Cranston,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45130462930,41.79896053890,,,,,,,,,,,,,,,,N
384,384,Dyer Ave. Field,LP,Dyer,Cranston,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45874590650,41.79584831060,,,,,,,,,,,,,,,,N
385,385,Jennifer Rivera Memorial Park,LP,Niagara,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42066992300,41.80260924040,,,,,,,,,,,,,,,,N
386,386,Squantum Woods Grove,LP,Veterans Memorial,East Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,-71.36986781950,41.79452020350,,,,,,,,,,,,,,,,Y
387,387,JT Owens Park,LP,Niantic,Providence,STA,,,,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.43684644340,41.79338767030,,,,,,,,,,,,,,,,Y
388,388,Sackett St. Playground,LP,Sackett,Providence,MUN,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.41741971400,41.79416611660,,,,,,,,,,,,,,,,N
