OBJECTID,KeyID,Name,Type,Street,Town,OwnerTyp,ConsType,ConsJuri,Steward,Playground,Ball Field,Soccer Field,Football Field,Multi-use Field,Basketball Court,Tennis,Volleyball Court,Track,Skate Park,Ice Hockey Rink,Street Hockey Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,Active Rec,RestRoom,Walking Path,Bike Path,StateGrant,LWCFGrant,Lon,Lat,Short_Description,Description,Additional_Names,GoRI_Incude_Suggestion,NoGoRI_Incude_Why,Dogs_Allowed,ADA,Stroller_Friendly,Picnic_Area,Acres_Miles,Contact_Info,Contact_Info_Seasonal,About_Links,Map_Links,GoRI_TestFlag,GoRI_subset
38,38,Kimberly Ann Rock Memorial Athletic Complex,AF,Ferris,East Providence,MUN,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,N,-71.34647216120,41.84853354160,,,,,,,,,,,,,,,,Y
39,39,Corliss Park,LP,Fernando,Providence,MUN,,,,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.42949904910,41.84790582470,,,,,,,,,,,,,,,,N
40,40,General St. Playground,LP,General,Providence,MUN,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.44428080770,41.85287283050,,,,,,,,,,,,,,,,N
41,41,Gorham Field,LP,Hartford Pike,Scituate,MUN,,,,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.64837259190,41.83829856940,,,,,,,,,,,,,,,,N
42,42,Mount Hope Community Garden,LP,Knowles,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.40446309960,41.84172040750,,,,,,,,,,,,,,,,N
43,43,Hopkins Park,LP,Admiral,Providence,MUN,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.41949519440,41.84134085290,,,,,,,,,,,,,,,,N
44,44,Blackstone Park / Patterson Park,LP,Parkside,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,Y,-71.37948813690,41.83378567480,,,,,,,,,,,,,,,,Y
45,45,Father Lennon Park,SC,Camden,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N,N,-71.42711445830,41.83789994990,,,,,,,,,,,,,,,,Y
47,47,Davis Park,LP,Chalkstone,Providence,MUN,,,,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.43086528590,41.83305665610,,,,,,,,,,,,,,,,N
48,48,West Park,LP,Mount Pleasant,Providence,MUN,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.45046094280,41.83184797530,,,,,,,,,,,,,,,,N
49,49,Johnston Memorial Park,LP,Memorial,Johnston,MUN,,,,1,4,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y,Y,-71.50493071060,41.82824667070,,,,,,,,,,,,,,,,N
50,50,Regent Ave. Playground,LP,Regent,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.43712307630,41.82993051400,,,,,,,,,,,,,,,,N
51,51,Prospect Terrace Park,LP,Congdon,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.40729988480,41.82990247830,,,,,,,,,,,,,,,,N
52,52,Constance Witherby Park,LP,Waterman,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.38385939650,41.82736457200,,,,,,,,,,,,,,,,N
53,53,Burnside Park,LP,Washington,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41214057910,41.82543654840,,,,,,,,,,,,,,,,N
54,54,Memorial Park,LP,South Main,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.40780898580,41.82516193530,,,,,,,,,,,,,,,,N
55,55,Onna Moniz-John Neighborhood Park,LP,Central,East Providence,MUN,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.36849431360,41.82313275430,,,,,,,,,,,,,,,,N
56,56,Angelo Zuccolo Pool,LP,Gesler,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,N,N,-71.43073097280,41.82256998930,,,,,,,,,,,,,,,,Y
57,57,John Donigian Memorial Park,LP,Valley,Providence,MUN,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,Y,-71.44082556080,41.82326370880,,,,,,,,,,,,,,,,Y
58,58,Garibaldi Square,LP,Atwells,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.42159034290,41.82304355450,,,,,,,,,,,,,,,,N
59,59,Fenner Square,LP,Governor,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39422524940,41.82307241920,,,,,,,,,,,,,,,,N
60,60,Martello Street Playground,LP,Martello,East Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.35957983400,41.81955233430,,,,,,,,,,,,,,,,N
61,61,Cabral Park,LP,Wickenden,Providence,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,N,-71.39238154020,41.81949108500,,,,,,,,,,,,,,,,N
62,62,India Point Park,LP,India,Providence,MUN,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y,Y,-71.39236737770,41.81784485500,,,,,,,,,,,,,,,,Y
63,63,Dexter Training Ground,LP,Parade,Providence,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.43121460140,41.81349461430,,,,,,,,,,,,,,,,N
64,64,Wallace St. Park,LP,Wallace,Providence,MUN,,,,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.44376277800,41.81134305830,,,,,,,,,,,,,,,,N
65,65,Cerbo Square,LP,Murray,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45698261190,41.80781061330,,,,,,,,,,,,,,,,N
66,66,Waldo St. Totlot,LP,Waldo,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.43500034380,41.80581248070,,,,,,,,,,,,,,,,N
67,67,Richardson Park,LP,Ocean,Providence,MUN,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.40926732980,41.79796399840,,,,,,,,,,,,,,,,N
68,68,Pocasset Field,LP,Spruce,Johnston,MUN,,,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.47254880030,41.79694261430,,,,,,,,,,,,,,,,N
69,69,Columbus Square Park,LP,Elmwood,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42573100070,41.79668972630,,,,,,,,,,,,,,,,N
70,70,Rainone Playground,LP,Mill,Johnston,MUN,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.48719496860,41.79577928150,,,,,,,,,,,,,,,,N
71,71,Roger Williams Park,LP,Elmwood,Providence,MUN,,,,1,4,0,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,Y,Y,-71.41229964310,41.78294440610,,,,,,,,,,,,,,,,Y
72,72,Drummond Field,LP,Indiana,Providence,MUN,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.39260891750,41.79113242680,,,,,,,,,,,,,,,,N
73,73,Boyden Heights Conservation Area,LP,Boyden,East Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.36987906830,41.79003092540,,,,,,,,,,,,,,,,N
74,74,Columbia Park,LP,Vermont,Providence,MUN,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.39392408740,41.78924406860,,,,,,,,,,,,,,,,N
75,75,Highland Park,LP,Southern,Cranston,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.46120430540,41.78763825770,,,,,,,,,,,,,,,,N
76,76,Spectacle Pond Field,LP,Cottage,Cranston,MUN,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.44056235140,41.78759755140,,,,,,,,,,,,,,,,N
77,77,Stone Hill Field,LP,Elena,Cranston,MUN,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.48611149010,41.78632719780,,,,,,,,,,,,,,,,N
78,78,Washington Park Square,LP,Eddy,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.40239934490,41.78721668390,,,,,,,,,,,,,,,,N
79,79,Joseph Williams Field,LP,Elmwood,Providence,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.42007210110,41.78449844560,,,,,,,,,,,,,,,,N
80,80,Cranston Stadium / Stebbins Field,AF,Midwood,Cranston,MUN,,,,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.44583381630,41.78433382130,,,,,,,,,,,,,,,,N
81,81,Foster Town House Field,LP,Howard Hill,Foster,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.71970114810,41.78337062180,,,,,,,,,,,,,,,,N
82,82,Knightsville Park,LP,Cranston,Cranston,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46519836690,41.78233889880,,,,,,,,,,,,,,,,N
83,83,Friendly Community,LP,Doric,Cranston,UNK,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42370290930,41.78446808580,,,,,,,,,,,,,,,,N
84,84,Veterans' Park,LP,Pontiac,Cranston,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.43598448300,41.77870864970,,,,,,,,,,,,,,,,N
85,85,Comstock Gardens,LP,Wildflower,Cranston,MUN,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.51710607130,41.77755464980,,,,,,,,,,,,,,,,N
86,86,Beachmont / Hayes Field,LP,Calvin,Cranston,MUN,,,,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,N,Y,-71.40733039000,41.77517449140,,,,,,,,,,,,,,,,Y
87,87,Stillhouse Cove,LP,Narragansett,Cranston,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.38991686710,41.77013938960,,,,,,,,,,,,,,,,Y
88,88,Aqueduct Field,LP,Aqueduct,Cranston,MUN,,,,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N,N,-71.44475405820,41.77069353040,,,,,,,,,,,,,,,,Y
89,89,Osamequin Nature Trail,LP,Wampanoag,Barrington,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.32296076810,41.77035999360,,,,,,,,,,,,,,,,Y
90,90,Grassy Plain Park,LP,Tanglewood,East Providence,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.33298001830,41.76831438880,,,,,,,,,,,,,,,,N
91,91,Sabin Point Park,LP,Shore,East Providence,MUN,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,Y,-71.36795302180,41.76564025210,,,,,,,,,,,,,,,,Y
92,92,Pawtuxet Village Park,LP,View,Warwick,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.38916458020,41.76262623430,,,,,,,,,,,,,,,,N
93,93,Wellington Ave Park,LP,Wellington,Cranston,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42775264930,41.76080312470,,,,,,,,,,,,,,,,N
94,94,Providence Avenue Playground & Athletic Area,LP,Sunset,East Providence,MUN,,,,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.35701991470,41.75990677140,,,,,,,,,,,,,,,,N
95,95,Sherman Ave. Field,LP,Cranston,Cranston,MUN,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.47712038910,41.75831197470,,,,,,,,,,,,,,,,N
96,96,Sherwood Park,LP,Congress,Barrington,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.33367091570,41.75646999260,,,,,,,,,,,,,,,,N
97,97,Crescent Park / Loof Carousel,LP,Bullocks Point,East Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,Y,-71.35919225760,41.75707893980,,,,,,,,,,,,,,,,Y
98,98,Furnace Hill Brook,CA,Phenix,Cranston,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.49009873520,41.75517130880,,,,,,,,,,,,,,,,N
99,99,Briggs Farm,AF,Hope,Cranston,MUN,,,,0,5,5,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Y,Y,-71.51155515190,41.75207532570,,,,,,,,,,,,,,,,Y
100,100,Latham Ave. Park,LP,Shore,Barrington,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y,N,-71.35212188970,41.74580143780,,,,,,,,,,,,,,,,Y
101,101,Bicknell Field,LP,Walnut,Barrington,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.33885320230,41.74290864720,,,,,,,,,,,,,,,,N
102,102,F.J. Chianese Field,LP,Centennial,Barrington,MUN,,,,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.31612965940,41.74081452420,,,,,,,,,,,,,,,,N
103,103,Hilltop Drive Field,LP,New London,Cranston,MUN,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.47509517590,41.73981322850,,,,,,,,,,,,,,,,N
104,104,Hope Memorial Field,LP,Hope,Scituate,MUN,,,,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.55482660510,41.73672988770,,,,,,,,,,,,,,,,N
105,105,Warren Town Common,LP,Church,Warren,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.28344239660,41.72976548400,,,,,,,,,,,,,,,,N
106,106,Burr Hill Park,LP,Water,Warren,MUN,,,,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.28326954550,41.72248043150,,,,,,,,,,,,,,,,N
107,107,Mickey Stevens Sports Center,LP,Sandy,Warwick,MUN,,,,0,3,0,0,0,2,8,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,N,Y,-71.41457581640,41.70995383920,,,,,,,,,,,,,,,,Y
108,108,G. Boyd Field,LP,Waterview,Warwick,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.40192848240,41.70927429550,,,,,,,,,,,,,,,,N
109,109,Little Pond Beach,LP,Albert,Warwick,SCH,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,-71.40768155590,41.70495199340,,,,,,,,,,,,,,,,Y
110,110,Upper Dam Pond,LP,Knotty Oak,Coventry,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.55418807720,41.70461965910,,,,,,,,,,,,,,,,Y
111,111,Normandy Drive,LP,Normandy,Warwick,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.44072985940,41.70091879690,,,,,,,,,,,,,,,,N
112,112,Nathaniel Greene Park,LP,Victory,Coventry,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.69472852540,41.70204620150,,,,,,,,,,,,,,,,N
113,113,Foster Memorial Park,LP,Station,Coventry,MUN,,,,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.56516768230,41.69754974730,,,,,,,,,,,,,,,,N
114,114,O'Brien Field,LP,Veterans Memorial Dr,Warwick,MUN,,,,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.45800721080,41.70068082310,,,,,,,,,,,,,,,,N
115,115,Champlin Field,LP,Oakland Beach,Warwick,MUN,,,,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.39805130330,41.69872030040,,,,,,,,,,,,,,,,N
116,116,Coventry Town Green,LP,Washington,Coventry,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.54670083840,41.69716791510,,,,,,,,,,,,,,,,N
117,117,Central Coventry Park,LP,Provident,Coventry,MUN,,,,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.63029435660,41.69189455720,,,,,,,,,,,,,,,,N
118,118,Crompton Playground,LP,Main,West Warwick,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.52338207360,41.68620589200,,,,,,,,,,,,,,,,N
119,119,Flat Top Park,LP,Campbell,West Warwick,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.52886067070,41.67674363880,,,,,,,,,,,,,,,,N
120,120,Briar Point Beach Area,LP,Briar Point,Coventry,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,Y,-71.54967927860,41.67430178350,,,,,,,,,,,,,,,,Y
121,121,Independence Park,LP,Thames,Bristol,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,Y,N,-71.27948701080,41.67378512370,,,,,,,,,,,,,,,,Y
122,122,Frenchtown Park,CA,Cavalier,East Greenwich,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.50731755600,41.62895756180,,,,,,,,,,,,,,,,N
123,123,Bulgarmarsh Recreation Area,LP,Bulgarmarsh,Tiverton,MUN,,,,1,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.15001763330,41.62374834970,,,,,,,,,,,,,,,,N
124,124,Fort Barton Field,LP,Lawton,Tiverton,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.20918470850,41.62433849890,,,,,,,,,,,,,,,,N
125,125,Frenchtown Recreation Facility,LP,Frenchtown,East Greenwich,MUN,,,,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.52012626100,41.62406090820,,,,,,,,,,,,,,,,N
126,126,Turnpike Avenue Playground,LP,Turnpike,Portsmouth,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.25092768080,41.60494645220,,,,,,,,,,,,,,,,N
127,127,Wilson Park,LP,Roosevelt,North Kingstown,MUN,,,,1,3,10,0,10,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Y,Y,-71.45923146610,41.57463658330,,,,,,,,,,,,,,,,Y
128,128,Feurer Park,LP,Lafayette,North Kingstown,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.49106439060,41.57456586450,,,,,,,,,,,,,,,,N
129,129,Updike Park,LP,Brown,North Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45223838280,41.57002258660,,,,,,,,,,,,,,,,N
130,130,Adamsville Playground,LP,Main,Little Compton,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.12819959870,41.55367361780,,,,,,,,,,,,,,,,N
131,131,Reynolds Field,LP,South,Exeter,MUN,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.53264739670,41.54912222040,,,,,,,,,,,,,,,,N
132,132,Donald Down's Park,LP,Indian Corner,North Kingstown,MUN,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.49414073040,41.53977545020,,,,,,,,,,,,,,,,N
133,133,Eldred Ave. Field,LP,Eldred,Jamestown,MUN,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.36630804480,41.52538333780,,,,,,,,,,,,,,,,N
134,134,Goldberg Little League Field,AF,Maple,Newport,MUN,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.31473528510,41.51602908690,,,,,,,,,,,,,,,,N
135,135,Miantonomi Park,LP,Hillside,Newport,MUN,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.30992728930,41.50985944350,,,,,,,,,,,,,,,,N
136,136,Jos. A. Langworthy Memorial Park,LP,Lakeside,Hopkinton,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.71501937690,41.50997955380,,,,,,,,,,,,,,,,N
137,137,Polish Park,LP,Nichols,Hopkinton,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.71737475600,41.50460572690,,,,,,,,,,,,,,,,N
138,138,Vernon Park,LP,Vernon,Newport,MUN,,,,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.29955274560,41.50300714610,,,,,,,,,,,,,,,,N
139,139,Third St. Lot,LP,3rd,Newport,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.31959823310,41.50085905510,,,,,,,,,,,,,,,,N
140,140,Battery Park / Fort Greene,LP,Washington,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.32163791820,41.49683145680,,,,,,,,,,,,,,,,Y
141,141,Braga Park,LP,Greenlaw,Newport,MUN,,,,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.29739616140,41.49518630490,,,,,,,,,,,,,,,,N
142,142,Equality Park,LP,Equality Park,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.30930264810,41.49471204360,,,,,,,,,,,,,,,,N
143,143,Congdon Park,LP,Bartlett,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.30881497500,41.49459404180,,,,,,,,,,,,,,,,N
144,144,Fort Getty,LP,Fort Getty,Jamestown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Y,N,-71.39802251880,41.49164379800,,,,,,,,,,,,,,,,N
145,145,Edward Street Playground,LP,Edward,Newport,SCH,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.31304002820,41.49255857490,,,,,,,,,,,,,,,,N
146,146,Storer Park,LP,Washington,Newport,MUN,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.32118199000,41.49189489310,,,,,,,,,,,,,,,,N
147,147,Cardines Field,AF,Marlborough,Newport,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.31659965610,41.49118147470,,,,,,,,,,,,,,,,N
148,148,Wilbour Woods,LP,Swamp,Little Compton,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.17334323600,41.48974467640,,,,,,,,,,,,,,,,N
149,149,Eisenhower Park,LP,Touro,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.31378654260,41.48993716950,,,,,,,,,,,,,,,,N
150,150,Perrotti Park,LP,Americas Cup,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.31712484790,41.48897703450,,,,,,,,,,,,,,,,N
151,151,Touro Park,LP,Bellevue,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.30954922520,41.48567757720,,,,,,,,,,,,,,,,N
152,152,Third Beach,LP,Third Beach,Middletown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,N,N,-71.24563060830,41.48653721540,,,,,,,,,,,,,,,,Y
153,153,Memorial Blvd Parks,LP,Memorial,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.30618793030,41.48356322260,,,,,,,,,,,,,,,,N
154,154,Aquidneck Park,LP,King,Newport,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.31162450750,41.48236382200,,,,,,,,,,,,,,,,N
155,155,DAR Memorial Park,LP,Battery,Jamestown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39479116030,41.48043773720,,,,,,,,,,,,,,,,N
